City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,diboll,31.1871,-94.781,305.44,55,0,3.09,US,1720656845
83,inskoy,54.4297,86.44,287.78,93,5,2.32,RU,1720656848
84,blackwater,-23.5833,148.8833,292.8,47,0,0.3,AU,1720656849
85,taoudenni,22.6783,-3.9836,311.92,13,2,9.2,ML,1720656850
86,itoman,26.1247,127.6694,305.42,79,75,6.69,JP,1720656851
87,ust-nera,64.5667,143.2,297.41,34,99,1.42,RU,1720656852
88,natal,-5.795,-35.2094,298.08,76,86,5.08,BR,1720656788
89,ende,-8.8432,121.6623,296.87,84,100,2.38,ID,1720656854
90,palmer,42.1584,-72.3287,300.06,68,75,7.72,US,1720656856
91,bilibino,68.0546,166.4372,287.04,40,43,4.09,RU,1720656857
92,yemva,62.59,50.8594,285.32,96,2,2.24,RU,1720656859
93,bethel,41.3712,-73.414,299.69,80,90,1.34,US,1720656860
94,ad dabbah,18.05,30.95,305.15,48,66,6.23,SD,1720656861
95,ar rutbah,33.0381,40.2848,303.59,27,3,7.36,IQ,1720656862
96,merizo village,13.2658,144.6691,299.81,95,74,5.03,GU,1720656863
97,tiksi,71.6872,128.8694,289.85,42,14,1.08,RU,1720656864
98,yellowknife,62.456,-114.3525,294.02,35,41,8.05,CA,1720656570
99,ixtapa,20.7,-105.2,303.28,79,75,4.63,MX,1720656866
100,nuuk,64.1835,-51.7216,278.49,100,100,1.03,GL,1720656869
101,pacocha,-17.5833,-71.3333,287.98,82,100,1.61,PE,1720656870
102,kristinestad,62.2743,21.376,290.43,58,100,4.4,FI,1720656871
103,sylva,58.0348,56.7635,290.8,92,77,1.87,RU,1720656872
104,poxoreo,-15.8372,-54.3892,293.13,59,1,1.06,BR,1720656873
105,whitehorse,60.7161,-135.0538,290.43,70,100,1.34,CA,1720656801
106,rustaq,23.3908,57.4244,305.21,65,100,2.44,OM,1720656875
107,holualoa,19.6228,-155.9522,300.06,81,0,5.66,US,1720656876
108,mount gambier,-37.8333,140.7667,282.6,96,100,6.18,AU,1720656877
109,ust-tsilma,65.441,52.1498,284.93,93,100,3.55,RU,1720656879
110,novoorsk,51.381,58.9813,290.51,88,40,5.29,RU,1720656880
111,tisul',55.7611,88.3122,288.23,91,8,1.58,RU,1720656881
112,hasaki,35.7333,140.8333,302.37,77,100,10.67,JP,1720656882
113,isafjordur,66.0755,-23.124,281.92,88,100,6.97,IS,1720656883
114,alajarvi,63.0,23.8167,288.14,68,100,3.14,FI,1720656884
115,nova sintra,14.8667,-24.7167,297.19,81,36,10.4,CV,1720656885
116,hermanus,-34.4187,19.2345,290.82,84,91,16.0,ZA,1720656886
117,imbituba,-28.24,-48.6703,288.07,91,98,5.17,BR,1720656887
118,horta,38.5333,-28.6333,294.83,87,34,2.68,PT,1720656888
119,whitecourt,54.1502,-115.6855,307.73,20,40,4.12,CA,1720656889
120,mungwi,-10.1732,31.3694,281.89,62,0,1.37,ZM,1720656891
121,sosnogorsk,63.6023,53.8817,285.39,89,3,2.13,RU,1720656892
122,caleta de carquin,-11.0925,-77.6267,290.28,80,6,4.91,PE,1720656893
123,alice springs,-23.7,133.8833,292.9,34,0,6.17,AU,1720656894
124,sitka,57.0531,-135.33,285.09,87,100,4.63,US,1720656895
125,rudnichnyy,59.617,52.4703,289.13,72,100,2.26,RU,1720656896
126,la'ie,21.6477,-157.9253,302.13,80,40,4.92,US,1720656897
127,papar,5.7333,115.9333,298.15,88,100,1.85,MY,1720656898
128,al muwayh,22.4333,41.7583,302.3,17,98,3.54,SA,1720656899
129,kabare,-2.4683,28.8242,289.36,72,41,0.12,CD,1720656900
130,kavaratti,10.5669,72.642,300.12,85,95,5.32,IN,1720656901
131,colchani,-20.3,-66.9333,272.69,30,0,8.37,BO,1720656903
132,longyearbyen,78.2186,15.6401,280.06,81,75,3.09,SJ,1720656904
133,badger,64.8,-147.5333,297.1,43,75,2.06,US,1720656905
134,mejit,10.2753,170.8646,301.34,80,27,7.52,MH,1720656906
135,aykhal,66.0,111.5,296.16,44,67,2.5,RU,1720656907
136,talara,-4.5772,-81.2719,293.57,83,0,8.81,PE,1720656908
137,constantia,44.1833,28.65,299.65,56,81,6.0,RO,1720656909
138,haiku-pauwela,20.9219,-156.3051,302.18,63,40,9.26,US,1720656910
139,howard springs,-12.497,131.047,299.1,77,76,4.14,AU,1720656911
140,betioky,-23.7167,44.3833,289.13,70,0,3.37,MG,1720656912
141,uturoa,-16.7333,-151.4333,298.63,76,52,0.64,PF,1720656914
142,daru,-9.0763,143.2092,298.2,83,100,6.14,PG,1720656915
143,flin flon,54.7682,-101.865,304.57,37,11,6.53,CA,1720656910
144,upington,-28.4478,21.2561,279.36,28,0,1.54,ZA,1720656917
145,puerto baquerizo moreno,-0.9,-89.6,293.74,86,97,4.08,EC,1720656918
146,ambovombe,-25.1667,46.0833,290.65,84,0,2.1,MG,1720656919
147,altay,47.8667,88.1167,288.17,68,1,1.33,CN,1720656920
148,quellon,-43.1167,-73.6167,280.09,86,79,2.67,CL,1720656921
149,la sarre,48.8002,-79.1996,291.07,75,100,3.08,CA,1720656860
150,gulf shores,30.246,-87.7008,303.18,70,0,2.06,US,1720656923
151,khilok,51.3674,110.4676,296.56,57,13,0.25,RU,1720656924
152,suriapet,17.15,79.6167,301.09,67,100,5.38,IN,1720656925
153,alaghsas,17.0187,8.0168,309.05,21,91,4.03,NE,1720656927
154,boa esperanca,-21.09,-45.5658,292.93,59,47,1.4,BR,1720656928
155,chui,-33.6971,-53.4616,280.87,87,97,2.3,UY,1720656929
156,hithadhoo,-0.6,73.0833,301.74,73,6,2.41,MV,1720656930
157,olonkinbyen,70.9221,-8.7187,276.83,98,88,9.32,SJ,1720656931
158,touros,-5.1989,-35.4608,297.68,83,87,6.06,BR,1720656932
159,nong kung si,16.65,103.3,299.58,83,85,3.82,TH,1720656933
160,polczyn-zdroj,53.7642,16.0957,292.2,95,100,1.37,PL,1720656934
161,cill airne,52.05,-9.5167,284.51,89,56,2.27,IE,1720656935
162,chibougamau,49.9168,-74.3659,293.94,49,20,2.57,CA,1720656936
163,kailua-kona,19.6406,-155.9956,302.13,81,0,5.66,US,1720656849
164,gadzhiyevo,69.2551,33.3362,282.99,73,13,2.26,RU,1720656938
165,phalodi,27.1333,72.3667,305.74,59,39,8.42,IN,1720656670
166,qufu,35.5967,116.9911,299.57,67,100,1.41,CN,1720656941
167,camarinas,43.1311,-9.1817,293.11,98,100,5.97,ES,1720656943
168,chernyshevskiy,63.0128,112.4714,295.52,53,25,3.18,RU,1720656730
169,vila velha,-20.3297,-40.2925,297.56,86,0,5.66,BR,1720656914
170,borogontsy,62.6683,131.1683,288.39,95,100,1.86,RU,1720656946
171,grantsville,40.5999,-112.4644,311.49,10,0,5.66,US,1720656947
172,qaisumah,28.3112,46.1273,308.13,13,0,6.17,SA,1720656948
173,nemuro,43.3236,145.575,286.56,98,99,4.53,JP,1720656949
174,isabela,6.7085,121.9711,301.18,82,100,1.08,PH,1720656950
175,vorkuta,67.5,64.0,289.29,96,96,5.63,RU,1720656952
176,heggadadevankote,12.0883,76.3283,293.44,94,100,1.62,IN,1720656953
177,lloydminster,53.2835,-110.0016,305.27,43,20,7.72,CA,1720656954
178,bossangoa,6.4926,17.4552,293.91,96,84,0.86,CF,1720656911
179,nadym,65.5333,72.5167,291.08,62,1,1.63,RU,1720656956
180,qaqortoq,60.7167,-46.0333,279.13,92,97,1.74,GL,1720656957
181,shemonaikha,50.6328,81.9056,287.69,86,9,2.29,KZ,1720656958
182,sinan,34.8262,126.1086,297.21,95,100,1.12,KR,1720656959
183,mutuali,-14.8706,37.0044,286.71,88,0,1.61,MZ,1720656960
184,cabo san lucas,22.8909,-109.9124,308.49,45,0,6.69,MX,1720656776
185,chornomors'k,46.305,30.6548,300.14,43,23,2.36,UA,1720656962
186,kerikeri,-35.2268,173.9474,287.05,59,81,2.56,NZ,1720656964
187,tougue,11.4667,-11.6,294.09,94,100,1.55,GN,1720656965
188,akureyri,65.6835,-18.0878,287.11,62,100,5.14,IS,1720656966
189,berezovyy,51.6667,135.7,284.66,94,100,0.67,RU,1720656967
190,christchurch,-43.5333,172.6333,285.75,60,0,3.6,NZ,1720656744
191,puri,19.8,85.85,301.64,79,100,6.28,IN,1720656969
192,howrah,22.5892,88.3103,302.15,84,40,5.14,IN,1720656970
193,peniche,39.3558,-9.3811,292.75,98,78,2.17,PT,1720656972
194,peruibe,-24.32,-46.9983,290.79,95,54,0.52,BR,1720656973
195,lamar,33.6668,-95.5836,305.36,63,47,3.03,US,1720656974
196,tura,25.5198,90.2201,297.25,99,100,3.18,IN,1720656975
197,braslaw,55.644,27.0455,288.23,82,6,2.84,BY,1720656976
198,harlingen,26.1906,-97.6961,303.12,100,76,5.32,US,1720656977
199,point pleasant,40.0832,-74.0682,301.64,79,40,7.2,US,1720656978
200,inebolu,41.9747,33.7608,295.84,75,2,1.86,TR,1720656979
201,jamestown,42.097,-79.2353,297.92,73,100,6.69,US,1720656712
202,saint-pierre,-21.3393,55.4781,292.97,56,75,3.6,RE,1720656982
203,krasnozerskoye,53.9828,79.2374,289.81,90,82,3.04,RU,1720656983
204,puerto armuelles,8.2833,-82.8667,301.46,88,100,1.34,PA,1720656984
205,udachny,66.4167,112.4,297.17,42,76,1.9,RU,1720656985
206,lompoc,34.6391,-120.4579,306.87,50,0,4.42,US,1720656986
207,nar'yan-mar,67.6713,53.087,280.93,83,95,5.7,RU,1720656987
208,utrik,11.2278,169.8474,301.22,80,52,7.07,MH,1720656988
209,lazaro cardenas,17.9583,-102.2,301.75,70,89,4.09,MX,1720656989
210,gornozavodsk,58.3758,58.3211,289.37,88,35,1.32,RU,1720656990
211,simanggang,1.2472,111.4528,297.14,100,40,0.0,MY,1720656992
212,queenstown,-31.8976,26.8753,288.0,16,52,10.59,ZA,1720656993
213,homosassa springs,28.8036,-82.5759,303.79,76,0,3.09,US,1720656994
214,villa gesell,-37.2639,-56.973,275.96,63,1,4.15,AR,1720656995
215,arkhangel'sk,64.5401,40.5433,282.21,100,0,2.0,RU,1720656950
216,keflavik,64.0049,-22.5624,284.1,100,100,9.26,IS,1720656997
217,diego de almagro,-26.3667,-70.05,278.3,83,0,1.23,CL,1720656920
218,bodo,67.28,14.405,290.9,63,75,6.17,NO,1720656999
219,zalesovo,53.9939,84.7431,287.18,96,23,1.98,RU,1720657000
220,taltal,-25.4,-70.4833,284.63,73,48,0.64,CL,1720656979
221,laredo,27.5064,-99.5075,302.29,89,40,8.23,US,1720656725
222,northam,51.0333,-4.2167,287.25,93,6,3.82,GB,1720657004
223,madalena,41.2162,-8.3345,292.34,91,0,0.57,PT,1720657005
224,lerwick,60.1545,-1.1494,285.15,92,100,8.52,GB,1720657006
225,neverkino,52.7854,46.7417,291.42,78,25,2.82,RU,1720657007
226,ola,59.5833,151.2833,294.01,48,0,2.54,RU,1720657008
227,porbandar,21.6422,69.6093,301.73,85,74,7.27,IN,1720657009
228,paso de los toros,-32.8167,-56.5167,276.91,81,43,0.67,UY,1720656897
229,prado,-17.3411,-39.2208,296.7,81,1,4.32,BR,1720657012
230,hilo,19.7297,-155.09,302.0,75,20,5.14,US,1720657013
231,salmas,38.1973,44.7653,292.79,67,16,1.09,IR,1720657014
232,ad dilam,23.9915,47.1627,308.38,17,94,1.16,SA,1720657015
233,mossel bay,-34.1831,22.146,293.11,59,61,11.93,ZA,1720657016
234,kalmunai,7.4167,81.8167,300.19,77,90,1.61,LK,1720657017
235,laramie,41.3114,-105.5911,299.36,25,20,12.35,US,1720656807
236,port elizabeth,-33.918,25.5701,295.43,49,0,4.12,ZA,1720657020
237,ribeira grande,38.5167,-28.7,295.25,87,35,2.68,PT,1720657021
238,santa cruz,-17.8,-63.1667,285.17,48,91,1.06,BO,1720656716
239,gilmer,32.7287,-94.9424,305.29,37,0,1.54,US,1720657023
240,punta arenas,-53.15,-70.9167,276.21,70,20,1.54,CL,1720656802
241,antsiranana,-12.2787,49.2917,295.67,65,6,7.98,MG,1720657025
242,kupang,-10.1667,123.5833,301.47,74,20,5.14,ID,1720657026
243,aasiaat,68.7098,-52.8699,276.78,92,99,4.61,GL,1720657027
244,rapid city,44.0805,-103.231,304.52,30,0,5.66,US,1720657028
245,al jawf,29.5,38.75,302.34,19,25,1.72,SA,1720657029
246,tanabe,33.7333,135.3667,297.71,94,75,3.09,JP,1720657031
247,kingston,17.997,-76.7936,304.68,74,20,3.6,JM,1720657032
248,dove valley,39.5777,-104.8294,304.48,19,40,4.63,US,1720657033
249,tazacorte,28.629,-17.9293,295.69,95,75,7.72,ES,1720657034
250,villa el carmen,11.9801,-86.5057,296.8,79,100,5.28,NI,1720657035
251,callao,-12.0667,-77.15,291.33,72,100,5.14,PE,1720656902
252,lensk,60.7253,114.9278,298.63,43,28,2.88,RU,1720657037
253,banda aceh,5.5577,95.3222,300.81,72,100,3.71,ID,1720657038
254,anadyr,64.75,177.4833,280.43,56,75,6.0,RU,1720657039
255,igarka,67.4667,86.5833,290.1,65,100,1.8,RU,1720657040
256,redondo,38.6487,-7.5471,293.77,70,0,4.4,PT,1720657041
257,beloyarskiy,63.7119,66.6722,290.81,94,70,1.68,RU,1720657043
258,klyuchi,52.2667,79.1667,292.4,62,75,2.95,RU,1720657044
259,ponta delgada,37.7333,-25.6667,294.55,88,75,3.09,PT,1720657045
260,tirebolu,41.0069,38.8139,296.56,81,75,2.41,TR,1720656911
261,xai-xai,-25.0519,33.6442,289.41,25,0,4.44,MZ,1720657047
262,rio preto da eva,-2.6994,-59.6997,297.08,95,57,0.48,BR,1720657048
263,la ronge,55.1001,-105.2842,306.27,29,0,6.17,CA,1720657049
264,vadso,70.0744,29.7487,285.64,81,75,3.6,NO,1720657050
265,zhezqazghan,47.7833,67.7667,293.78,47,52,4.76,KZ,1720657051
266,santa elena de uairen,4.6167,-61.1333,292.63,89,85,1.41,VE,1720657052
267,san patricio,28.017,-97.5169,304.07,53,46,5.71,US,1720657053
268,nagqu,31.5,92.0,280.04,87,100,0.97,CN,1720657054
269,lucea,18.451,-78.1736,302.51,85,67,3.74,JM,1720657056
270,san felipe,10.3399,-68.7425,295.12,100,71,1.15,VE,1720657057
271,leava,-14.3,-178.1667,298.83,83,100,11.14,WF,1720657058
272,arambol,15.6868,73.7045,297.09,91,100,2.15,IN,1720657059
273,tazovsky,67.4667,78.7,287.68,74,65,3.68,RU,1720657060
274,kundla,21.3333,71.3,300.44,85,73,5.31,IN,1720657062
275,zurrieq,35.8311,14.4742,298.69,83,0,1.54,MT,1720657063
276,ancud,-41.8697,-73.8203,280.22,83,88,3.09,CL,1720657064
277,san fernando,15.0286,120.6898,301.0,91,100,1.61,PH,1720657065
278,yinchuan,38.4681,106.2731,300.81,32,89,1.74,CN,1720657067
279,chuarrancho,14.8217,-90.5086,297.03,91,100,1.03,GT,1720657068
280,saipan,15.1355,145.701,304.54,70,40,6.17,MP,1720657069
281,prince rupert,54.3161,-130.3201,288.2,86,100,3.6,CA,1720657070
282,bonthe,7.5264,-12.505,297.63,91,100,3.59,SL,1720657071
283,energetik,51.7445,58.7934,289.87,91,45,4.82,RU,1720657072
284,bel ombre,-4.6167,55.4167,300.06,78,40,7.72,SC,1720657073
285,lib,8.3122,167.3766,301.58,77,55,5.93,MH,1720657074
286,taunsa,30.7048,70.6505,311.36,31,23,3.74,PK,1720657075
287,luanco,43.6152,-5.7934,294.03,96,60,1.34,ES,1720657076
288,richards bay,-28.783,32.0377,289.16,31,0,2.3,ZA,1720657077
289,pimentel,-6.8367,-79.9342,292.31,77,0,7.2,PE,1720657078
290,hami,42.8,93.45,299.97,32,0,4.29,CN,1720657080
291,mermoz boabab,14.7065,-17.4758,300.46,78,20,2.06,SN,1720657081
292,zapolyarnyy,69.4154,30.8136,284.75,77,70,2.52,RU,1720657082
293,acarau,-2.8856,-40.12,298.69,83,20,6.71,BR,1720657083
294,mount isa,-20.7333,139.5,293.02,34,1,1.03,AU,1720657084
295,trondheim,63.4305,10.3951,288.2,96,100,3.36,NO,1720656871
296,alotau,-10.3069,150.4462,299.16,83,100,2.49,PG,1720657086
297,kittila,67.6647,24.8936,284.23,82,0,1.03,FI,1720657087
298,beaufort west,-32.3567,22.583,285.72,67,76,13.57,ZA,1720657088
299,dudinka,69.4058,86.1778,292.04,57,19,6.28,RU,1720657089
300,piti village,13.4626,144.6933,299.99,94,75,2.06,GU,1720657090
301,grand falls-windsor,48.9332,-55.6649,288.49,96,56,5.53,CA,1720656918
302,itacare,-14.2775,-38.9967,296.54,85,84,2.54,BR,1720657093
303,jambi city,-1.6,103.6167,295.89,97,55,1.25,ID,1720657094
304,sao raimundo das mangabeiras,-7.0219,-45.4811,301.26,36,8,1.33,BR,1720657095
305,hamilton,39.1834,-84.5333,299.26,65,38,5.81,US,1720657096
306,libertad,8.9442,125.5019,300.94,82,100,0.7,PH,1720657032
307,geraldton,-28.7667,114.6,285.38,94,100,2.57,AU,1720657098
308,nadi,-17.8,177.4167,302.15,45,40,7.2,FJ,1720657099
309,fort st. john,56.2499,-120.8529,304.09,16,20,11.32,CA,1720656891
310,yeppoon,-23.1333,150.7333,295.51,69,0,2.58,AU,1720657101
311,kenai,60.5544,-151.2583,290.2,55,100,3.09,US,1720657102
312,atafu village,-8.5421,-172.5159,301.23,78,99,6.96,TK,1720657104
313,kapuskasing,49.4169,-82.4331,294.2,52,40,3.09,CA,1720656842
314,chonchi,-42.6128,-73.8092,279.88,92,95,2.07,CL,1720657107
315,port macquarie,-31.4333,152.9167,289.3,68,0,0.45,AU,1720657108
316,xilin hot,43.9667,116.0333,297.15,50,34,1.27,CN,1720657109
317,islamorada,24.9243,-80.6278,304.15,86,77,3.13,US,1720657110
318,kerema,-7.9631,145.7785,299.1,81,98,3.58,PG,1720657111
319,vanimo,-2.6741,141.3028,300.68,85,100,0.78,PG,1720657112
320,minas de matahambre,22.5887,-83.9447,301.63,75,4,3.26,CU,1720657113
321,ploneour-lanvern,47.9,-4.2833,286.33,94,0,1.54,FR,1720657115
322,tomatlan,19.9333,-105.25,300.0,86,100,1.41,MX,1720657116
323,kralendijk,12.15,-68.2667,302.14,79,20,6.17,BQ,1720656949
324,mil'kovo,55.6078,37.7956,289.42,68,40,1.68,RU,1720657119
325,mata-utu,-13.2816,-176.1745,299.08,85,100,11.16,WF,1720657120
326,bezdead,45.15,25.5167,297.59,49,95,3.64,RO,1720657122
327,juneau,58.3019,-134.4197,286.16,100,100,4.12,US,1720657082
328,xicotencatl,23.0167,-98.8833,300.09,83,95,3.16,MX,1720657124
329,tete,-16.1564,33.5867,287.2,82,0,0.0,MZ,1720657125
330,caburan,5.9181,125.6411,298.61,81,100,1.45,PH,1720657126
331,tosontsengel,48.7567,98.2839,286.39,85,99,1.19,MN,1720657127
332,sinabang,2.4803,96.3801,298.89,84,90,2.29,ID,1720657130
333,minas de marcona,-15.2119,-75.1103,283.24,88,12,6.38,PE,1720657131
334,naze,28.3667,129.4833,301.66,79,87,7.02,JP,1720657134
335,sao miguel do araguaia,-13.275,-50.1628,298.78,31,0,0.49,BR,1720657135
336,seaside,36.6111,-121.8516,292.54,83,0,3.09,US,1720657136
337,labuan,5.2767,115.2417,298.35,94,40,2.06,MY,1720656962
338,ocean city,39.2776,-74.5746,299.29,83,17,4.02,US,1720657139
339,cole harbour,44.6724,-63.4751,296.81,85,100,1.54,CA,1720657140
340,hammerfest,70.6634,23.6821,281.4,87,31,3.6,NO,1720657142
341,meadow lakes,61.6247,-149.6011,293.1,64,75,3.6,US,1720657143
342,vershino-darasunskiy,52.35,115.5167,296.46,49,77,1.94,RU,1720657144
343,champerico,14.3,-91.9167,304.45,75,92,3.73,GT,1720657145
344,ko lanta,7.5336,99.0865,300.4,78,100,5.23,TH,1720657146
345,thinadhoo,0.5333,72.9333,301.71,70,10,1.96,MV,1720657147
346,bintulu,3.1667,113.0333,299.38,89,40,1.03,MY,1720657148
347,general mosconi,-23.1851,-62.303,286.94,37,56,2.76,AR,1720657149
348,lavaltrie,45.8834,-73.2824,293.39,88,100,3.09,CA,1720657150
349,mosjoen,65.836,13.1908,286.44,82,75,2.68,NO,1720657152
350,prince albert,53.2001,-105.7677,301.12,61,40,4.12,CA,1720657153
351,kapa'a,22.0752,-159.319,301.03,78,100,7.72,US,1720657154
352,tindouf,27.6711,-8.1474,311.4,6,0,2.57,DZ,1720657155
353,borgholzhausen,52.1,8.3,292.06,98,33,0.66,DE,1720657156
354,mezhdurechenskiy,59.6,65.9333,291.94,80,31,2.06,RU,1720657157
355,nyagan,62.1406,65.3936,291.28,90,56,2.37,RU,1720657158
356,puerto ayacucho,5.6639,-67.6236,298.45,89,100,1.0,VE,1720657159
357,dubbo,-32.25,148.6167,279.22,100,100,4.12,AU,1720657161
358,mudu,31.252,120.5118,298.78,95,100,3.25,CN,1720657162
359,miyako,39.6367,141.9525,297.34,78,100,1.46,JP,1720657164
360,isna,25.2934,32.554,306.39,19,29,1.86,EG,1720657165
361,i-n-salah,27.1935,2.4607,310.5,11,0,5.75,DZ,1720657166
362,sao joao da barra,-21.6403,-41.0511,296.2,87,19,8.63,BR,1720657167
363,pawni,20.7833,79.6333,300.0,84,94,2.74,IN,1720657168
364,gamba,-2.65,10.0,293.29,90,67,1.63,GA,1720657169
365,cartagena del chaira,1.3349,-74.8429,296.1,97,90,1.13,CO,1720657170
